Track,TestCase,Matcher,Label Left,Comment Left,Type Left,URI Left,Relation,Confidence (Matcher),URI Right,Label Right,Comment Right,Type Right,Residual True Positive,Evaluation Result
knowledgegraph,nell-dbpedia,MatcherHTTPCall,"[""director""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:director,=,1.0,http://dbpedia.org/ontology/MovieDirector,"[""MovieDirector""]",[],"[""owl:Class"",""rdfs:Class""]",true,true positive
knowledgegraph,nell-dbpedia,MatcherHTTPCall,"[""professor""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:professor,=,1.0,http://dbpedia.org/ontology/Professor,"[""Professor""]",[],"[""owl:Class"",""rdfs:Class""]",false,true positive
knowledgegraph,nell-dbpedia,MatcherHTTPCall,"[""protein""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:protein,=,1.0,http://dbpedia.org/ontology/Protein,"[""Protein""]",[],"[""owl:Class"",""rdfs:Class""]",false,true positive
knowledgegraph,nell-dbpedia,MatcherHTTPCall,"[""mollusk""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:mollusk,=,1.0,http://dbpedia.org/ontology/Mollusca,"[""Mollusca""]",[],"[""owl:Class"",""rdfs:Class""]",true,true positive
knowledgegraph,nell-dbpedia,MatcherHTTPCall,"[""bacteria""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:bacteria,=,1.0,http://dbpedia.org/ontology/Bacteria,"[""Bacteria""]",[],"[""owl:Class"",""rdfs:Class""]",false,true positive
knowledgegraph,nell-dbpedia,MatcherHTTPCall,"[""shoppingmall""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:shoppingmall,=,1.0,http://dbpedia.org/ontology/ShoppingMall,"[""ShoppingMall""]",[],"[""owl:Class"",""rdfs:Class""]",true,true positive
knowledgegraph,nell-dbpedia,MatcherHTTPCall,"[""hobby""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:hobby,=,0.0,http://dbpedia.org/ontology/Activity,"[""Activity""]",[],"[""owl:Class"",""rdfs:Class""]",true,false negative
knowledgegraph,nell-dbpedia,MatcherHTTPCall,"[""model""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:model,=,1.0,http://dbpedia.org/ontology/Model,"[""Model""]",[],"[""owl:Class"",""rdfs:Class""]",false,true positive
knowledgegraph,nell-dbpedia,MatcherHTTPCall,"[""automobileengine""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:automobileengine,=,0.0,http://dbpedia.org/ontology/AutomobileEngine,"[""AutomobileEngine""]",[],"[""owl:Class"",""rdfs:Class""]",true,false negative
knowledgegraph,nell-dbpedia,MatcherHTTPCall,"[""beverage""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:beverage,=,1.0,http://dbpedia.org/ontology/Beverage,"[""Beverage""]",[],"[""owl:Class"",""rdfs:Class""]",false,true positive
knowledgegraph,nell-dbpedia,MatcherHTTPCall,"[""chemical""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:chemical,=,1.0,http://dbpedia.org/ontology/ChemicalSubstance,"[""ChemicalSubstance""]",[],"[""owl:Class"",""rdfs:Class""]",true,true positive
knowledgegraph,nell-dbpedia,MatcherHTTPCall,"[""weatherphenomenon""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:weatherphenomenon,=,1.0,http://dbpedia.org/ontology/Instrument,"[""Instrument""]",[],"[""owl:Class"",""rdfs:Class""]",false,false positive
knowledgegraph,nell-dbpedia,MatcherHTTPCall,"[""vehicle""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:vehicle,=,1.0,http://dbpedia.org/ontology/AutomobileEngine,"[""AutomobileEngine""]",[],"[""owl:Class"",""rdfs:Class""]",false,false positive
knowledgegraph,nell-dbpedia,MatcherHTTPCall,"[""year""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:year,=,1.0,http://dbpedia.org/ontology/Year,"[""Year""]",[],"[""owl:Class"",""rdfs:Class""]",false,true positive
knowledgegraph,nell-dbpedia,MatcherHTTPCall,"[""bombingevent""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:bombingevent,=,1.0,http://dbpedia.org/ontology/Attack,"[""Attack""]",[],"[""owl:Class"",""rdfs:Class""]",true,true positive
knowledgegraph,nell-dbpedia,MatcherHTTPCall,"[""skyscraper""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:skyscraper,=,1.0,http://dbpedia.org/ontology/Skyscraper,"[""Skyscraper""]",[],"[""owl:Class"",""rdfs:Class""]",false,true positive
knowledgegraph,nell-dbpedia,MatcherHTTPCall,"[""radiostation""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:radiostation,=,1.0,http://dbpedia.org/ontology/RadioStation,"[""RadioStation""]",[],"[""owl:Class"",""rdfs:Class""]",true,true positive
knowledgegraph,nell-dbpedia,MatcherHTTPCall,"[""musicinstrument""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:musicinstrument,=,0.0,http://dbpedia.org/ontology/Instrument,"[""Instrument""]",[],"[""owl:Class"",""rdfs:Class""]",true,false negative
knowledgegraph,nell-dbpedia,MatcherHTTPCall,"[""fish""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:fish,=,1.0,http://dbpedia.org/ontology/Fish,"[""Fish""]",[],"[""owl:Class"",""rdfs:Class""]",false,true positive
knowledgegraph,nell-dbpedia,MatcherHTTPCall,"[""island""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:island,=,1.0,http://dbpedia.org/ontology/Island,"[""Island""]",[],"[""owl:Class"",""rdfs:Class""]",false,true positive
knowledgegraph,nell-dbpedia,MatcherHTTPCall,"[""language""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:language,=,1.0,http://dbpedia.org/ontology/Language,"[""Language""]",[],"[""owl:Class"",""rdfs:Class""]",false,true positive
knowledgegraph,nell-dbpedia,MatcherHTTPCall,"[""publication""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:publication,=,1.0,http://dbpedia.org/ontology/AcademicSubject,"[""AcademicSubject""]",[],"[""owl:Class"",""rdfs:Class""]",false,false positive
knowledgegraph,nell-dbpedia,MatcherHTTPCall,"[""university""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:university,=,1.0,http://dbpedia.org/ontology/University,"[""University""]",[],"[""owl:Class"",""rdfs:Class""]",false,true positive
knowledgegraph,nell-dbpedia,MatcherHTTPCall,"[""airport""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:airport,=,1.0,http://dbpedia.org/ontology/Airport,"[""Airport""]",[],"[""owl:Class"",""rdfs:Class""]",false,true positive
knowledgegraph,nell-dbpedia,MatcherHTTPCall,"[""reptile""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:reptile,=,1.0,http://dbpedia.org/ontology/Reptile,"[""Reptile""]",[],"[""owl:Class"",""rdfs:Class""]",false,true positive
knowledgegraph,nell-dbpedia,MatcherHTTPCall,"[""street""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:street,=,1.0,http://dbpedia.org/ontology/Street,"[""Street""]",[],"[""owl:Class"",""rdfs:Class""]",false,true positive
knowledgegraph,nell-dbpedia,MatcherHTTPCall,"[""lymphnode""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:lymphnode,=,1.0,http://dbpedia.org/ontology/Lymph,"[""Lymph""]",[],"[""owl:Class"",""rdfs:Class""]",true,true positive
knowledgegraph,nell-dbpedia,MatcherHTTPCall,"[""planet""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:planet,=,1.0,http://dbpedia.org/ontology/Planet,"[""Planet""]",[],"[""owl:Class"",""rdfs:Class""]",false,true positive
knowledgegraph,nell-dbpedia,MatcherHTTPCall,"[""researchproject""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:researchproject,=,1.0,http://dbpedia.org/ontology/ResearchProject,"[""ResearchProject""]",[],"[""owl:Class"",""rdfs:Class""]",true,true positive
knowledgegraph,nell-dbpedia,MatcherHTTPCall,"[""judge""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:judge,=,1.0,http://dbpedia.org/ontology/Judge,"[""Judge""]",[],"[""owl:Class"",""rdfs:Class""]",false,true positive
knowledgegraph,nell-dbpedia,MatcherHTTPCall,"[""mountainrange""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:mountainrange,=,1.0,http://dbpedia.org/ontology/MountainRange,"[""MountainRange""]",[],"[""owl:Class"",""rdfs:Class""]",true,true positive
knowledgegraph,nell-dbpedia,MatcherHTTPCall,"[""tradeunion""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:tradeunion,=,1.0,http://dbpedia.org/ontology/TradeUnion,"[""TradeUnion""]",[],"[""owl:Class"",""rdfs:Class""]",true,true positive
knowledgegraph,nell-dbpedia,MatcherHTTPCall,"[""coach""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:coach,=,1.0,http://dbpedia.org/ontology/Coach,"[""Coach""]",[],"[""owl:Class"",""rdfs:Class""]",false,true positive
knowledgegraph,nell-dbpedia,MatcherHTTPCall,"[""filmfestival""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:filmfestival,=,1.0,http://dbpedia.org/ontology/FilmFestival,"[""FilmFestival""]",[],"[""owl:Class"",""rdfs:Class""]",true,true positive
knowledgegraph,nell-dbpedia,MatcherHTTPCall,"[""profession""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:profession,=,1.0,http://dbpedia.org/ontology/Profession,"[""Profession""]",[],"[""owl:Class"",""rdfs:Class""]",false,true positive
knowledgegraph,nell-dbpedia,MatcherHTTPCall,"[""visualartform""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:visualartform,=,1.0,http://dbpedia.org/ontology/Activity,"[""Activity""]",[],"[""owl:Class"",""rdfs:Class""]",false,false positive
knowledgegraph,nell-dbpedia,MatcherHTTPCall,"[""astronaut""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:astronaut,=,1.0,http://dbpedia.org/ontology/Astronaut,"[""Astronaut""]",[],"[""owl:Class"",""rdfs:Class""]",false,true positive
knowledgegraph,nell-dbpedia,MatcherHTTPCall,"[""boardgame""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:boardgame,=,1.0,http://dbpedia.org/ontology/BoardGame,"[""BoardGame""]",[],"[""owl:Class"",""rdfs:Class""]",true,true positive
knowledgegraph,nell-dbpedia,MatcherHTTPCall,"[""magazine""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:magazine,=,1.0,http://dbpedia.org/ontology/Magazine,"[""Magazine""]",[],"[""owl:Class"",""rdfs:Class""]",false,true positive
knowledgegraph,nell-dbpedia,MatcherHTTPCall,"[""city""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:city,=,1.0,http://dbpedia.org/ontology/City,"[""City""]",[],"[""owl:Class"",""rdfs:Class""]",false,true positive
knowledgegraph,nell-dbpedia,MatcherHTTPCall,"[""politicsissue""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:politicsissue,=,0.0,http://dbpedia.org/ontology/PoliticalConcepts,"[""PoliticalConcepts""]",[],"[""owl:Class"",""rdfs:Class""]",true,false negative
knowledgegraph,nell-dbpedia,MatcherHTTPCall,"[""televisionstation""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:televisionstation,=,0.0,http://dbpedia.org/ontology/TelevisionStation,"[""TelevisionStation""]",[],"[""owl:Class"",""rdfs:Class""]",true,false negative
knowledgegraph,nell-dbpedia,MatcherHTTPCall,"[""monarch""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:monarch,=,1.0,http://dbpedia.org/ontology/Monarch,"[""Monarch""]",[],"[""owl:Class"",""rdfs:Class""]",false,true positive
knowledgegraph,nell-dbpedia,MatcherHTTPCall,"[""color""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:color,=,1.0,http://dbpedia.org/ontology/Colour,"[""Colour""]",[],"[""owl:Class"",""rdfs:Class""]",true,true positive
knowledgegraph,nell-dbpedia,MatcherHTTPCall,"[""website""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:website,=,1.0,http://dbpedia.org/ontology/Website,"[""Website""]",[],"[""owl:Class"",""rdfs:Class""]",false,true positive
knowledgegraph,nell-dbpedia,MatcherHTTPCall,"[""politician""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:politician,=,1.0,http://dbpedia.org/ontology/Politician,"[""Politician""]",[],"[""owl:Class"",""rdfs:Class""]",false,true positive
knowledgegraph,nell-dbpedia,MatcherHTTPCall,"[""port""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:port,=,1.0,http://dbpedia.org/ontology/Port,"[""Port""]",[],"[""owl:Class"",""rdfs:Class""]",false,true positive
knowledgegraph,nell-dbpedia,MatcherHTTPCall,"[""televisionnetwork""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:televisionnetwork,=,1.0,http://dbpedia.org/ontology/GrandPrix,"[""GrandPrix""]",[],"[""owl:Class"",""rdfs:Class""]",false,false positive
knowledgegraph,nell-dbpedia,MatcherHTTPCall,"[""bank""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:bank,=,1.0,http://dbpedia.org/ontology/Bank,"[""Bank""]",[],"[""owl:Class"",""rdfs:Class""]",false,true positive
knowledgegraph,nell-dbpedia,MatcherHTTPCall,"[""disease""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:disease,=,1.0,http://dbpedia.org/ontology/Disease,"[""Disease""]",[],"[""owl:Class"",""rdfs:Class""]",false,true positive
knowledgegraph,nell-dbpedia,MatcherHTTPCall,"[""muscle""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:muscle,=,1.0,http://dbpedia.org/ontology/Muscle,"[""Muscle""]",[],"[""owl:Class"",""rdfs:Class""]",false,true positive
knowledgegraph,nell-dbpedia,MatcherHTTPCall,"[""insect""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:insect,=,1.0,http://dbpedia.org/ontology/Insect,"[""Insect""]",[],"[""owl:Class"",""rdfs:Class""]",false,true positive
knowledgegraph,nell-dbpedia,MatcherHTTPCall,"[""actor""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:actor,=,1.0,http://dbpedia.org/ontology/Actor,"[""Actor""]",[],"[""owl:Class"",""rdfs:Class""]",false,true positive
knowledgegraph,nell-dbpedia,MatcherHTTPCall,"[""cardgame""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:cardgame,=,1.0,http://dbpedia.org/ontology/CardGame,"[""CardGame""]",[],"[""owl:Class"",""rdfs:Class""]",true,true positive
knowledgegraph,nell-dbpedia,MatcherHTTPCall,"[""athlete""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:athlete,=,1.0,http://dbpedia.org/ontology/Athlete,"[""Athlete""]",[],"[""owl:Class"",""rdfs:Class""]",false,true positive
knowledgegraph,nell-dbpedia,MatcherHTTPCall,"[""scientist""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:scientist,=,1.0,http://dbpedia.org/ontology/Scientist,"[""Scientist""]",[],"[""owl:Class"",""rdfs:Class""]",false,true positive
knowledgegraph,nell-dbpedia,MatcherHTTPCall,"[""awardtrophytournament""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:awardtrophytournament,=,1.0,http://dbpedia.org/ontology/Publisher,"[""Publisher""]",[],"[""owl:Class"",""rdfs:Class""]",false,false positive
knowledgegraph,nell-dbpedia,MatcherHTTPCall,"[""nonprofitorganization""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:nonprofitorganization,=,0.0,http://dbpedia.org/ontology/Non-ProfitOrganisation,"[""Non-ProfitOrganisation""]",[],"[""owl:Class"",""rdfs:Class""]",true,false negative
knowledgegraph,nell-dbpedia,MatcherHTTPCall,"[""comedian""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:comedian,=,1.0,http://dbpedia.org/ontology/Comedian,"[""Comedian""]",[],"[""owl:Class"",""rdfs:Class""]",false,true positive
knowledgegraph,nell-dbpedia,MatcherHTTPCall,"[""visualartform""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:visualartform,=,0.0,http://dbpedia.org/ontology/Artwork,"[""Artwork""]",[],"[""owl:Class"",""rdfs:Class""]",true,false negative
knowledgegraph,nell-dbpedia,MatcherHTTPCall,"[""grandprix""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:grandprix,=,1.0,http://dbpedia.org/ontology/SportsTeam,"[""SportsTeam""]",[],"[""owl:Class"",""rdfs:Class""]",false,false positive
knowledgegraph,nell-dbpedia,MatcherHTTPCall,"[""drug""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:drug,=,1.0,http://dbpedia.org/ontology/Drug,"[""Drug""]",[],"[""owl:Class"",""rdfs:Class""]",false,true positive
knowledgegraph,nell-dbpedia,MatcherHTTPCall,"[""bone""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:bone,=,1.0,http://dbpedia.org/ontology/Bone,"[""Bone""]",[],"[""owl:Class"",""rdfs:Class""]",false,true positive
knowledgegraph,nell-dbpedia,MatcherHTTPCall,"[""bird""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:bird,=,1.0,http://dbpedia.org/ontology/Bird,"[""Bird""]",[],"[""owl:Class"",""rdfs:Class""]",false,true positive
knowledgegraph,nell-dbpedia,MatcherHTTPCall,"[""placeofworship""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:placeofworship,=,0.0,http://dbpedia.org/ontology/ReligiousBuilding,"[""ReligiousBuilding""]",[],"[""owl:Class"",""rdfs:Class""]",true,false negative
knowledgegraph,nell-dbpedia,MatcherHTTPCall,"[""chef""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:chef,=,1.0,http://dbpedia.org/ontology/Chef,"[""Chef""]",[],"[""owl:Class"",""rdfs:Class""]",false,true positive
knowledgegraph,nell-dbpedia,MatcherHTTPCall,"[""highway""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:highway,=,1.0,http://dbpedia.org/ontology/Road,"[""Road""]",[],"[""owl:Class"",""rdfs:Class""]",true,true positive
knowledgegraph,nell-dbpedia,MatcherHTTPCall,"[""convention""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:convention,=,1.0,http://dbpedia.org/ontology/Convention,"[""Convention""]",[],"[""owl:Class"",""rdfs:Class""]",false,true positive
knowledgegraph,nell-dbpedia,MatcherHTTPCall,"[""journalist""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:journalist,=,1.0,http://dbpedia.org/ontology/Journalist,"[""Journalist""]",[],"[""owl:Class"",""rdfs:Class""]",false,true positive
knowledgegraph,nell-dbpedia,MatcherHTTPCall,"[""televisionshow""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:televisionshow,=,1.0,http://dbpedia.org/ontology/TelevisionShow,"[""TelevisionShow""]",[],"[""owl:Class"",""rdfs:Class""]",true,true positive
knowledgegraph,nell-dbpedia,MatcherHTTPCall,"[""lake""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:lake,=,1.0,http://dbpedia.org/ontology/Lake,"[""Lake""]",[],"[""owl:Class"",""rdfs:Class""]",false,true positive
knowledgegraph,nell-dbpedia,MatcherHTTPCall,"[""sportsteam""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:sportsteam,=,0.0,http://dbpedia.org/ontology/SportsTeam,"[""SportsTeam""]",[],"[""owl:Class"",""rdfs:Class""]",true,false negative
knowledgegraph,nell-dbpedia,MatcherHTTPCall,"[""awardtrophytournament""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:awardtrophytournament,=,0.0,http://dbpedia.org/ontology/Award,"[""Award""]",[],"[""owl:Class"",""rdfs:Class""]",true,false negative
